Name,Age,Gender,Phone,Email,Product,Price,Order_Date,Payment_Date,Profit
Adele Pennington,35,Male,1-450-175-1454,adelepennington5948@icloud.com,Singulair,50000,2021-12-02 18:44:00 UTC,2021-12-02 20:38:00 UTC,40000
Ila Craig,36,Male,1-388-353-5218,ilacraig@hotmail.net,Singulair,50000,2021-05-13 04:47:00 UTC,2021-05-13 07:11:00 UTC,40000
Rhona Dyer,36,Male,(425) 644-2375,rhonadyer1984@hotmail.net,Lipitor,100000,2021-07-17 04:46:00 UTC,2021-07-17 07:10:00 UTC,70000
Gray Ortega,36,Female,1-826-319-8662,grayortega@hotmail.com,Metoprolol Tartrate,175000,2022-02-28 07:27:00 UTC,2022-02-28 09:21:00 UTC,140000
Kibo Walton,36,Female,(881) 445-1056,kibowalton@icloud.org,Nexium,270000,2021-05-05 18:42:00 UTC,2021-05-05 21:06:00 UTC,94500
Kibo Walton,36,Female,(881) 445-1056,kibowalton@icloud.org,Nexium,270000,2021-06-14 18:42:00 UTC,2021-06-14 20:36:00 UTC,94500
Kibo Walton,36,Female,(881) 445-1056,kibowalton@icloud.org,Hydrocodone/APAP,200000,2021-07-29 18:42:00 UTC,2021-07-29 20:36:00 UTC,110000
Renee Pratt,36,Female,1-953-478-9593,reneepratt5590@hotmail.com,Nexium,270000,2021-07-22 08:19:00 UTC,2021-07-22 10:43:00 UTC,94500
Renee Pratt,36,Female,1-953-478-9593,reneepratt5590@hotmail.com,Synthroid,150000,2021-08-31 08:19:00 UTC,2021-08-31 10:13:00 UTC,105000
Renee Pratt,36,Female,1-953-478-9593,reneepratt5590@hotmail.com,Synthroid,150000,2021-10-15 08:19:00 UTC,2021-10-15 10:13:00 UTC,105000
Iola England,36,Male,(254) 158-4315,iolaengland@hotmail.net,Simvastatin,110000,2021-08-23 17:56:00 UTC,2021-08-23 20:20:00 UTC,77000
Iola England,36,Male,(254) 158-4315,iolaengland@hotmail.net,Lipitor,100000,2021-10-24 17:56:00 UTC,2021-10-24 19:49:00 UTC,70000
Iola England,36,Male,(254) 158-4315,iolaengland@hotmail.net,Hydrocodone/APAP,200000,2021-12-08 17:56:00 UTC,2021-12-08 19:49:00 UTC,110000
Iola England,36,Male,(254) 158-4315,iolaengland@hotmail.net,Nexium,270000,2021-12-28 00:30:00 UTC,2021-12-28 02:24:00 UTC,94500
Marvin Nolan,36,Female,(336) 419-8343,marvinnolan@icloud.org,Singulair,50000,2021-01-18 17:13:00 UTC,2021-01-18 19:37:00 UTC,40000
Marvin Nolan,36,Female,(336) 419-8343,marvinnolan@icloud.org,Nexium,270000,2022-01-27 15:34:00 UTC,2022-01-27 17:57:00 UTC,94500
Vielka Wiley,36,Male,(681) 896-5468,vielkawiley@google.net,Simvastatin,110000,2021-12-07 10:24:00 UTC,2021-12-07 12:47:00 UTC,77000
Amelia Battle,36,Female,1-957-349-3318,ameliabattle@hotmail.net,Simvastatin,110000,2022-03-04 11:17:00 UTC,2022-03-04 13:11:00 UTC,77000
Stewart Banks,36,Male,(786) 770-6588,stewartbanks8335@hotmail.net,Singulair,50000,2021-06-16 17:27:00 UTC,2021-06-16 19:51:00 UTC,40000
Garth Mcdonald,36,Male,1-313-516-6272,garthmcdonald2277@icloud.org,Metoprolol Tartrate,175000,2021-08-04 07:36:00 UTC,2021-08-04 10:00:00 UTC,140000
Garth Mcdonald,36,Male,1-313-516-6272,garthmcdonald2277@icloud.org,Metoprolol Tartrate,175000,2021-09-13 07:36:00 UTC,2021-09-13 09:30:00 UTC,140000
Allistair Sawyer,36,Male,1-243-227-4366,allistairsawyer@icloud.net,Hydrocodone/APAP,200000,2021-06-24 22:43:00 UTC,2021-06-25 01:06:00 UTC,110000
Jessica Mcmillan,36,Female,1-848-611-4877,jessicamcmillan4674@google.org,Plavix,225000,2022-03-02 19:05:00 UTC,2022-03-02 21:29:00 UTC,100000
Joelle Schroeder,36,Male,1-482-536-5777,joelleschroeder7199@icloud.net,Singulair,50000,2022-03-14 12:01:00 UTC,2022-03-14 14:25:00 UTC,40000
Scarlett Donovan,36,Female,(912) 302-6582,scarlettdonovan7677@google.com,Singulair,50000,2021-08-18 06:53:00 UTC,2021-08-18 09:17:00 UTC,40000
Scarlett Donovan,36,Female,(912) 302-6582,scarlettdonovan7677@google.com,Simvastatin,110000,2021-10-19 06:53:00 UTC,2021-10-19 08:47:00 UTC,77000
Scarlett Donovan,36,Female,(912) 302-6582,scarlettdonovan7677@google.com,Crestor,85000,2021-12-19 05:36:00 UTC,2021-12-19 08:00:00 UTC,59500
Matthew Maldonado,36,Male,(913) 715-7230,matthewmaldonado9832@google.net,Synthroid,150000,2021-09-24 08:49:00 UTC,2021-09-24 11:12:00 UTC,105000
Matthew Maldonado,36,Male,(913) 715-7230,matthewmaldonado9832@google.net,LevothyroxineSodium,75000,2021-11-25 08:49:00 UTC,2021-11-25 10:42:00 UTC,45000
Penelope Christensen,36,Female,(874) 859-7834,penelopechristensen6151@hotmail.com,Hydrocodone/APAP,200000,2021-06-16 02:12:00 UTC,2021-06-16 04:36:00 UTC,110000
Kevyn Lowe,37,Female,1-543-326-0772,kevynlowe8868@hotmail.net,Singulair,50000,2022-02-25 19:18:00 UTC,2022-02-25 21:42:00 UTC,40000
Dieter Hughes,37,Female,(364) 984-3100,dieterhughes5974@icloud.org,Azithromycin,125000,2021-02-03 02:17:00 UTC,2021-02-03 04:41:00 UTC,87500
Dieter Hughes,37,Female,(364) 984-3100,dieterhughes5974@icloud.org,Lipitor,100000,2021-03-15 02:17:00 UTC,2021-03-15 04:11:00 UTC,70000
Dieter Hughes,37,Female,(364) 984-3100,dieterhughes5974@icloud.org,Nexium,270000,2022-02-08 15:58:00 UTC,2022-02-08 17:52:00 UTC,94500
Shelly Greene,37,Female,1-238-871-5856,shellygreene5991@hotmail.org,Synthroid,150000,2021-06-03 12:19:00 UTC,2021-06-03 14:43:00 UTC,105000
Sydney Hudson,37,Female,1-569-472-7192,sydneyhudson@hotmail.org,Nexium,270000,2022-03-21 07:14:00 UTC,2022-03-21 09:37:00 UTC,94500
Tarik Kennedy,37,Male,(171) 353-6461,tarikkennedy8070@icloud.net,Nexium,270000,2021-06-19 01:53:00 UTC,2021-06-19 04:17:00 UTC,94500
Jelani Hubbard,37,Female,(377) 687-0428,jelanihubbard8205@icloud.com,Metoprolol Tartrate,175000,2021-11-21 18:28:00 UTC,2021-11-21 20:52:00 UTC,140000
Jelani Hubbard,37,Female,(377) 687-0428,jelanihubbard8205@icloud.com,Simvastatin,110000,2021-12-13 18:28:00 UTC,2021-12-13 20:22:00 UTC,77000
Natalie Hatfield,37,Female,(781) 526-8043,nataliehatfield9247@google.net,Metoprolol Tartrate,175000,2021-06-11 15:33:00 UTC,2021-06-11 17:56:00 UTC,140000
Ingrid Pennington,37,Female,(442) 340-9431,ingridpennington902@google.org,Crestor,85000,2021-08-13 16:24:00 UTC,2021-08-13 18:47:00 UTC,59500
Ingrid Pennington,37,Female,(442) 340-9431,ingridpennington902@google.org,Singulair,50000,2021-10-14 16:24:00 UTC,2021-10-14 18:17:00 UTC,40000
Jack Love,38,Male,(659) 513-5578,jacklove@icloud.org,Singulair,50000,2021-08-25 06:24:00 UTC,2021-08-25 08:47:00 UTC,40000
Jack Love,38,Male,(659) 513-5578,jacklove@icloud.org,Hydrocodone/APAP,200000,2021-10-26 06:24:00 UTC,2021-10-26 08:17:00 UTC,110000
Jack Love,38,Male,(659) 513-5578,jacklove@icloud.org,LevothyroxineSodium,75000,2021-12-10 06:24:00 UTC,2021-12-10 08:17:00 UTC,45000
Jack Love,38,Male,(659) 513-5578,jacklove@icloud.org,Plavix,225000,2021-12-29 05:43:00 UTC,2021-12-29 07:37:00 UTC,100000
Kay Nguyen,38,Male,(654) 615-0613,kaynguyen8773@google.net,Crestor,85000,2022-03-08 01:39:00 UTC,2022-03-08 04:03:00 UTC,59500
Noble Oneal,38,Male,1-456-393-8759,nobleoneal@icloud.net,Hydrocodone/APAP,200000,2021-05-08 17:05:00 UTC,2021-05-08 19:29:00 UTC,110000
Haley Chapman,38,Female,1-660-585-6624,haleychapman258@hotmail.org,Metoprolol Tartrate,175000,2022-03-21 01:05:00 UTC,2022-03-21 03:28:00 UTC,140000
Todd Mcdowell,38,Female,(681) 767-6071,toddmcdowell8859@icloud.net,Simvastatin,110000,2022-02-27 21:58:00 UTC,2022-02-28 00:21:00 UTC,77000
Barclay Barker,38,Male,1-223-552-2291,barclaybarker9331@hotmail.org,Azithromycin,125000,2021-05-15 12:57:00 UTC,2021-05-15 15:21:00 UTC,87500
Malachi Phelps,38,Male,(315) 886-7670,malachiphelps@hotmail.net,Hydrocodone/APAP,200000,2021-02-25 21:28:00 UTC,2021-02-25 23:52:00 UTC,110000
Marshall Acevedo,38,Female,1-527-426-7499,marshallacevedo@google.com,Hydrocodone/APAP,200000,2021-07-04 11:17:00 UTC,2021-07-04 13:41:00 UTC,110000
Brody Mosley,39,Female,1-643-155-7667,brodymosley158@icloud.com,Synthroid,150000,2022-03-09 12:22:00 UTC,2022-03-09 14:46:00 UTC,105000
Lyle Leonard,39,Female,1-876-767-1865,lyleleonard6477@icloud.org,Metoprolol Tartrate,175000,2021-09-28 07:54:00 UTC,2021-09-28 10:18:00 UTC,140000
Lyle Leonard,39,Female,1-876-767-1865,lyleleonard6477@icloud.org,LevothyroxineSodium,75000,2021-10-20 07:54:00 UTC,2021-10-20 09:48:00 UTC,45000
Lyle Leonard,39,Female,1-876-767-1865,lyleleonard6477@icloud.org,Hydrocodone/APAP,200000,2021-11-12 07:54:00 UTC,2021-11-12 09:48:00 UTC,110000
Lyle Leonard,39,Female,1-876-767-1865,lyleleonard6477@icloud.org,Hydrocodone/APAP,200000,2021-12-21 03:56:00 UTC,2021-12-21 05:50:00 UTC,110000
Yoko Beasley,39,Female,1-353-352-1514,yokobeasley3085@google.org,Azithromycin,125000,2021-07-29 14:40:00 UTC,2021-07-29 17:04:00 UTC,87500
Yoko Beasley,39,Female,1-353-352-1514,yokobeasley3085@google.org,Plavix,225000,2021-09-07 14:40:00 UTC,2021-09-07 16:34:00 UTC,100000
Brenda Gilliam,39,Male,1-621-746-2351,brendagilliam@google.net,Hydrocodone/APAP,200000,2021-05-29 20:23:00 UTC,2021-05-29 22:47:00 UTC,110000
Brenda Gilliam,39,Male,1-621-746-2351,brendagilliam@google.net,Hydrocodone/APAP,200000,2021-07-08 20:23:00 UTC,2021-07-08 22:17:00 UTC,110000
Brenda Gilliam,39,Male,1-621-746-2351,brendagilliam@google.net,Singulair,50000,2021-08-22 20:23:00 UTC,2021-08-22 22:17:00 UTC,40000
Brenda Gilliam,39,Male,1-621-746-2351,brendagilliam@google.net,Simvastatin,110000,2021-11-06 20:23:00 UTC,2021-11-06 22:17:00 UTC,77000
Donna Guerrero,39,Male,(689) 457-8101,donnaguerrero7699@hotmail.org,Plavix,225000,2021-03-24 15:51:00 UTC,2021-03-24 18:14:00 UTC,100000
Donna Guerrero,39,Male,(689) 457-8101,donnaguerrero7699@hotmail.org,Plavix,225000,2021-05-03 15:51:00 UTC,2021-05-03 17:44:00 UTC,100000
Hayley Simmons,39,Female,(827) 745-2877,hayleysimmons2627@google.com,Nexium,270000,2022-02-28 14:27:00 UTC,2022-02-28 16:20:00 UTC,94500
Slade Whitfield,39,Female,(821) 465-3362,sladewhitfield1811@google.com,Nexium,270000,2022-03-05 07:56:00 UTC,2022-03-05 09:50:00 UTC,94500
Janna Cunningham,39,Female,1-453-644-3822,jannacunningham@google.org,Metoprolol Tartrate,175000,2021-07-14 11:01:00 UTC,2021-07-14 13:25:00 UTC,140000
Lawrence Mccullough,39,Female,(787) 928-3747,lawrencemccullough6286@icloud.com,Lipitor,100000,2021-05-19 11:37:00 UTC,2021-05-19 14:01:00 UTC,70000
Damon Cook,40,Female,1-842-156-9167,damoncook4184@icloud.org,Plavix,225000,2021-03-14 03:40:00 UTC,2021-03-14 06:04:00 UTC,100000
Timon Burris,40,Female,1-671-832-3152,timonburris@hotmail.com,Nexium,270000,2021-09-15 09:28:00 UTC,2021-09-15 11:52:00 UTC,94500
Timon Burris,40,Female,1-671-832-3152,timonburris@hotmail.com,Azithromycin,125000,2021-11-16 09:28:00 UTC,2021-11-16 11:22:00 UTC,87500
Dante Jenkins,40,Female,(262) 376-3580,dantejenkins4509@hotmail.org,LevothyroxineSodium,75000,2021-12-03 16:55:00 UTC,2021-12-03 19:19:00 UTC,45000
Denton Monroe,40,Female,1-124-762-3552,dentonmonroe@icloud.com,LevothyroxineSodium,75000,2021-11-18 19:02:00 UTC,2021-11-18 21:25:00 UTC,45000
Denton Monroe,40,Female,1-124-762-3552,dentonmonroe@icloud.com,Hydrocodone/APAP,200000,2021-12-10 19:02:00 UTC,2021-12-10 20:55:00 UTC,110000
Lilah Santana,40,Male,(715) 735-6286,lilahsantana@hotmail.org,Metoprolol Tartrate,175000,2021-02-11 03:26:00 UTC,2021-02-11 05:49:00 UTC,140000
Lilah Santana,40,Male,(715) 735-6286,lilahsantana@hotmail.org,LevothyroxineSodium,75000,2021-03-23 03:26:00 UTC,2021-03-23 05:19:00 UTC,45000
Lilah Santana,40,Male,(715) 735-6286,lilahsantana@hotmail.org,Azithromycin,125000,2022-02-18 23:40:00 UTC,2022-02-19 02:04:00 UTC,87500
Jaquelyn Leach,40,Female,1-753-241-8032,jaquelynleach9662@google.net,Crestor,85000,2021-05-23 04:26:00 UTC,2021-05-23 06:50:00 UTC,59500
Jaquelyn Leach,40,Female,1-753-241-8032,jaquelynleach9662@google.net,Nexium,270000,2021-07-02 04:26:00 UTC,2021-07-02 06:20:00 UTC,94500
Jaquelyn Leach,40,Female,1-753-241-8032,jaquelynleach9662@google.net,Simvastatin,110000,2021-08-16 04:26:00 UTC,2021-08-16 06:20:00 UTC,77000
Jaquelyn Leach,40,Female,1-753-241-8032,jaquelynleach9662@google.net,Hydrocodone/APAP,200000,2021-10-31 04:26:00 UTC,2021-10-31 06:20:00 UTC,110000
Scarlett Gould,40,Female,1-233-584-6188,scarlettgould5748@icloud.org,Metoprolol Tartrate,175000,2021-09-07 01:56:00 UTC,2021-09-07 04:20:00 UTC,140000
Scarlett Gould,40,Female,1-233-584-6188,scarlettgould5748@icloud.org,Hydrocodone/APAP,200000,2021-11-08 01:56:00 UTC,2021-11-08 03:50:00 UTC,110000
Scarlett Gould,40,Female,1-233-584-6188,scarlettgould5748@icloud.org,Azithromycin,125000,2022-01-12 01:56:00 UTC,2022-01-12 03:50:00 UTC,87500
Amethyst Knight,40,Female,(333) 321-5780,amethystknight1412@hotmail.org,Lipitor,100000,2022-03-18 20:51:00 UTC,2022-03-18 23:15:00 UTC,70000
Leila Rasmussen,40,Male,(367) 858-6027,leilarasmussen@hotmail.com,Plavix,225000,2021-11-16 10:57:00 UTC,2021-11-16 13:21:00 UTC,100000
Leila Rasmussen,40,Male,(367) 858-6027,leilarasmussen@hotmail.com,Plavix,225000,2021-12-08 10:57:00 UTC,2021-12-08 12:51:00 UTC,100000
Chelsea Richards,40,Male,1-794-262-1913,chelsearichards@google.org,Metoprolol Tartrate,175000,2021-10-06 01:47:00 UTC,2021-10-06 04:11:00 UTC,140000
Chelsea Richards,40,Male,1-794-262-1913,chelsearichards@google.org,Synthroid,150000,2021-10-28 01:47:00 UTC,2021-10-28 03:41:00 UTC,105000
Chelsea Richards,40,Male,1-794-262-1913,chelsearichards@google.org,Crestor,85000,2021-11-20 01:47:00 UTC,2021-11-20 03:41:00 UTC,59500
Kennan Mcfarland,40,Male,(857) 445-1834,kennanmcfarland@icloud.net,Plavix,225000,2021-08-16 02:52:00 UTC,2021-08-16 05:16:00 UTC,100000
Kennan Mcfarland,40,Male,(857) 445-1834,kennanmcfarland@icloud.net,Lipitor,100000,2021-10-17 02:52:00 UTC,2021-10-17 04:46:00 UTC,70000
Noel Petty,41,Female,1-864-292-9588,noelpetty@hotmail.net,Lipitor,100000,2021-05-30 09:28:00 UTC,2021-05-30 11:52:00 UTC,70000
Noel Petty,41,Female,1-864-292-9588,noelpetty@hotmail.net,Hydrocodone/APAP,200000,2021-07-09 09:28:00 UTC,2021-07-09 11:22:00 UTC,110000
Oleg Turner,41,Male,1-755-512-2880,olegturner@google.net,Crestor,85000,2021-03-14 08:47:00 UTC,2021-03-14 11:11:00 UTC,59500
Brynn Miller,41,Male,1-611-682-7981,brynnmiller3558@google.net,Singulair,50000,2021-09-17 17:12:00 UTC,2021-09-17 19:36:00 UTC,40000
Brynn Miller,41,Male,1-611-682-7981,brynnmiller3558@google.net,Nexium,270000,2021-11-18 17:12:00 UTC,2021-11-18 19:06:00 UTC,94500
Brynn Miller,41,Male,1-611-682-7981,brynnmiller3558@google.net,Azithromycin,125000,2021-12-11 17:12:00 UTC,2021-12-11 19:06:00 UTC,87500
Caleb Nelson,41,Male,(272) 380-2531,calebnelson813@icloud.org,Crestor,85000,2021-04-22 16:58:00 UTC,2021-04-22 19:22:00 UTC,59500
Caleb Nelson,41,Male,(272) 380-2531,calebnelson813@icloud.org,Crestor,85000,2021-06-01 16:58:00 UTC,2021-06-01 18:52:00 UTC,59500
Caleb Nelson,41,Male,(272) 380-2531,calebnelson813@icloud.org,Crestor,85000,2021-07-03 16:58:00 UTC,2021-07-03 18:52:00 UTC,59500
Caleb Nelson,41,Male,(272) 380-2531,calebnelson813@icloud.org,Synthroid,150000,2021-09-17 16:58:00 UTC,2021-09-17 18:52:00 UTC,105000
Nicole Sykes,41,Male,1-513-583-8754,nicolesykes8182@hotmail.com,Hydrocodone/APAP,200000,2021-12-10 03:03:00 UTC,2021-12-10 05:27:00 UTC,110000
Orson Barlow,41,Male,(383) 448-9681,orsonbarlow3132@google.net,Hydrocodone/APAP,200000,2021-10-26 12:02:00 UTC,2021-10-26 14:26:00 UTC,110000
Orson Barlow,41,Male,(383) 448-9681,orsonbarlow3132@google.net,Simvastatin,110000,2021-11-17 12:02:00 UTC,2021-11-17 13:56:00 UTC,77000
Orson Barlow,41,Male,(383) 448-9681,orsonbarlow3132@google.net,Simvastatin,110000,2021-12-30 11:49:00 UTC,2021-12-30 13:43:00 UTC,77000
Sara Elliott,41,Female,1-323-221-9679,saraelliott@google.net,Plavix,225000,2021-09-24 15:29:00 UTC,2021-09-24 17:53:00 UTC,100000
Sara Elliott,41,Female,1-323-221-9679,saraelliott@google.net,Crestor,85000,2021-11-25 15:29:00 UTC,2021-11-25 17:23:00 UTC,59500
Solomon Hines,41,Male,1-836-755-7602,solomonhines@hotmail.net,Azithromycin,125000,2021-03-16 17:51:00 UTC,2021-03-16 20:15:00 UTC,87500
Walker Tucker,41,Female,1-228-388-4444,walkertucker@google.org,Synthroid,150000,2021-08-23 05:44:00 UTC,2021-08-23 08:08:00 UTC,105000
Walker Tucker,41,Female,1-228-388-4444,walkertucker@google.org,Nexium,270000,2021-10-24 05:44:00 UTC,2021-10-24 07:38:00 UTC,94500
Walker Tucker,41,Female,1-228-388-4444,walkertucker@google.org,Nexium,270000,2021-12-08 05:44:00 UTC,2021-12-08 07:38:00 UTC,94500
Walker Tucker,41,Female,1-228-388-4444,walkertucker@google.org,Lipitor,100000,2021-12-27 08:40:00 UTC,2021-12-27 10:34:00 UTC,70000
Xaviera Beasley,41,Male,(628) 242-4646,xavierabeasley@hotmail.org,Simvastatin,110000,2021-09-26 11:04:00 UTC,2021-09-26 13:28:00 UTC,77000
Xaviera Beasley,41,Male,(628) 242-4646,xavierabeasley@hotmail.org,Synthroid,150000,2021-11-27 11:04:00 UTC,2021-11-27 12:58:00 UTC,105000
Tucker Singleton,41,Male,1-464-768-7867,tuckersingleton@icloud.org,Singulair,50000,2021-01-13 07:22:00 UTC,2021-01-13 09:46:00 UTC,40000
Tucker Singleton,41,Male,1-464-768-7867,tuckersingleton@icloud.org,Singulair,50000,2022-01-26 13:50:00 UTC,2022-01-26 15:44:00 UTC,40000
Yuri Fitzpatrick,41,Female,(256) 153-5777,yurifitzpatrick4952@icloud.net,Synthroid,150000,2022-03-22 22:42:00 UTC,2022-03-23 01:06:00 UTC,105000
Jana Banks,42,Male,(846) 358-3154,janabanks@hotmail.com,Crestor,85000,2021-08-25 08:32:00 UTC,2021-08-25 10:56:00 UTC,59500
Jana Banks,42,Male,(846) 358-3154,janabanks@hotmail.com,Nexium,270000,2021-10-26 08:32:00 UTC,2021-10-26 10:26:00 UTC,94500
Jana Banks,42,Male,(846) 358-3154,janabanks@hotmail.com,Nexium,270000,2021-12-10 08:32:00 UTC,2021-12-10 10:26:00 UTC,94500
Jana Banks,42,Male,(846) 358-3154,janabanks@hotmail.com,Plavix,225000,2021-12-29 10:24:00 UTC,2021-12-29 12:17:00 UTC,100000
Myra Allen,42,Female,(275) 298-9266,myraallen2970@hotmail.net,Simvastatin,110000,2021-05-18 06:11:00 UTC,2021-05-18 08:35:00 UTC,77000
Lamar Munoz,42,Female,1-791-324-4273,lamarmunoz8654@icloud.org,Azithromycin,125000,2022-01-11 21:33:00 UTC,2022-01-11 23:57:00 UTC,87500
Amena Herrera,42,Male,1-562-430-8383,amenaherrera1394@google.com,Nexium,270000,2021-02-22 03:10:00 UTC,2021-02-22 05:34:00 UTC,94500
Baxter Guzman,42,Female,(615) 441-4266,baxterguzman6450@icloud.net,Synthroid,150000,2022-03-07 06:36:00 UTC,2022-03-07 09:00:00 UTC,105000
Hedley Jensen,42,Female,(784) 549-4364,hedleyjensen@google.org,Crestor,85000,2021-07-31 10:04:00 UTC,2021-07-31 12:28:00 UTC,59500
Hedley Jensen,42,Female,(784) 549-4364,hedleyjensen@google.org,Synthroid,150000,2021-09-09 10:04:00 UTC,2021-09-09 11:58:00 UTC,105000
Lacey Flowers,42,Male,(345) 221-7935,laceyflowers@hotmail.org,Hydrocodone/APAP,200000,2022-03-01 08:30:00 UTC,2022-03-01 10:54:00 UTC,110000
Wing Harrison,42,Male,1-598-298-8946,wingharrison4404@icloud.com,Azithromycin,125000,2021-04-25 22:52:00 UTC,2021-04-26 01:15:00 UTC,87500
Wing Harrison,42,Male,1-598-298-8946,wingharrison4404@icloud.com,Nexium,270000,2021-06-04 22:52:00 UTC,2021-06-05 00:45:00 UTC,94500
Wing Harrison,42,Male,1-598-298-8946,wingharrison4404@icloud.com,Singulair,50000,2021-09-02 22:52:00 UTC,2021-09-03 00:45:00 UTC,40000
Wing Harrison,42,Male,1-598-298-8946,wingharrison4404@icloud.com,Singulair,50000,2021-11-17 22:52:00 UTC,2021-11-18 00:45:00 UTC,40000
TaShya Burnett,42,Female,1-272-363-9403,tashyaburnett5102@icloud.org,Hydrocodone/APAP,200000,2022-02-28 10:18:00 UTC,2022-02-28 12:42:00 UTC,110000
Vincent Wilcox,42,Male,(441) 846-7063,vincentwilcox2443@google.com,Singulair,50000,2021-09-18 22:26:00 UTC,2021-09-19 00:50:00 UTC,40000
Vincent Wilcox,42,Male,(441) 846-7063,vincentwilcox2443@google.com,Singulair,50000,2021-11-19 22:26:00 UTC,2021-11-20 00:20:00 UTC,40000
Allegra Edwards,42,Female,(251) 522-5606,allegraedwards@icloud.net,Plavix,225000,2021-09-12 21:18:00 UTC,2021-09-12 23:42:00 UTC,100000
Allegra Edwards,42,Female,(251) 522-5606,allegraedwards@icloud.net,Synthroid,150000,2021-11-13 21:18:00 UTC,2021-11-13 23:12:00 UTC,105000
Bianca Kirkland,42,Male,(218) 734-3714,biancakirkland@google.com,LevothyroxineSodium,75000,2022-01-16 13:33:00 UTC,2022-01-16 15:56:00 UTC,45000
Bianca Kirkland,42,Male,(218) 734-3714,biancakirkland@google.com,Azithromycin,125000,2022-02-25 13:33:00 UTC,2022-02-25 15:26:00 UTC,87500
Cameron Sheppard,42,Male,1-836-308-2677,cameronsheppard856@google.org,Nexium,270000,2021-05-06 09:04:00 UTC,2021-05-06 11:28:00 UTC,94500
Cameron Sheppard,42,Male,1-836-308-2677,cameronsheppard856@google.org,Nexium,270000,2021-06-15 09:04:00 UTC,2021-06-15 10:58:00 UTC,94500
Cameron Sheppard,42,Male,1-836-308-2677,cameronsheppard856@google.org,Singulair,50000,2021-08-14 09:04:00 UTC,2021-08-14 10:58:00 UTC,40000
Joy Stone,43,Female,(953) 763-1696,joystone@google.org,Simvastatin,110000,2021-03-20 12:42:00 UTC,2021-03-20 15:06:00 UTC,77000
Heidi Giles,43,Male,(109) 300-5480,heidigiles4835@google.org,Plavix,225000,2021-10-19 15:12:00 UTC,2021-10-19 17:35:00 UTC,100000
Heidi Giles,43,Male,(109) 300-5480,heidigiles4835@google.org,Simvastatin,110000,2021-11-10 15:12:00 UTC,2021-11-10 17:05:00 UTC,77000
Heidi Giles,43,Male,(109) 300-5480,heidigiles4835@google.org,Lipitor,100000,2021-12-19 07:54:00 UTC,2021-12-19 09:48:00 UTC,70000
Kameko Luna,43,Female,(872) 694-3426,kamekoluna@hotmail.com,Synthroid,150000,2021-05-05 16:13:00 UTC,2021-05-05 18:37:00 UTC,105000
Kameko Luna,43,Female,(872) 694-3426,kamekoluna@hotmail.com,Synthroid,150000,2021-06-14 16:13:00 UTC,2021-06-14 18:07:00 UTC,105000
Kameko Luna,43,Female,(872) 694-3426,kamekoluna@hotmail.com,Plavix,225000,2021-07-29 16:13:00 UTC,2021-07-29 18:07:00 UTC,100000
Adena Harper,43,Male,1-471-112-8685,adenaharper@hotmail.net,Plavix,225000,2021-06-30 03:16:00 UTC,2021-06-30 05:40:00 UTC,100000
Jamal Hinton,43,Male,1-462-373-4058,jamalhinton5219@hotmail.org,Hydrocodone/APAP,200000,2021-06-15 16:40:00 UTC,2021-06-15 19:04:00 UTC,110000
Hermione King,43,Male,(641) 435-7667,hermioneking498@icloud.com,Azithromycin,125000,2021-05-30 07:00:00 UTC,2021-05-30 09:24:00 UTC,87500
Hermione King,43,Male,(641) 435-7667,hermioneking498@icloud.com,Metoprolol Tartrate,175000,2021-07-09 07:00:00 UTC,2021-07-09 08:54:00 UTC,140000
Linus Guerrero,43,Male,(311) 687-3024,linusguerrero7767@hotmail.org,Nexium,270000,2022-03-05 10:37:00 UTC,2022-03-05 13:01:00 UTC,94500
Jorden Gonzales,43,Female,1-308-548-7547,jordengonzales2271@hotmail.org,Nexium,270000,2021-01-06 23:55:00 UTC,2021-01-07 02:18:00 UTC,94500
Jorden Gonzales,43,Female,1-308-548-7547,jordengonzales2271@hotmail.org,Plavix,225000,2021-02-15 23:55:00 UTC,2021-02-16 01:48:00 UTC,100000
Jorden Gonzales,43,Female,1-308-548-7547,jordengonzales2271@hotmail.org,Synthroid,150000,2022-01-19 07:27:00 UTC,2022-01-19 09:51:00 UTC,105000
Kevin Cox,44,Male,1-217-687-2166,kevincox7049@google.net,Lipitor,100000,2021-06-26 00:34:00 UTC,2021-06-26 02:58:00 UTC,70000
Otto Stone,44,Male,(801) 718-1180,ottostone@icloud.net,Azithromycin,125000,2021-05-29 20:55:00 UTC,2021-05-29 23:19:00 UTC,87500
Otto Stone,44,Male,(801) 718-1180,ottostone@icloud.net,Crestor,85000,2021-07-08 20:55:00 UTC,2021-07-08 22:49:00 UTC,59500
Leila Walls,44,Female,(677) 749-7740,leilawalls@hotmail.com,Plavix,225000,2021-09-21 05:06:00 UTC,2021-09-21 07:30:00 UTC,100000
Leila Walls,44,Female,(677) 749-7740,leilawalls@hotmail.com,Metoprolol Tartrate,175000,2021-11-22 05:06:00 UTC,2021-11-22 07:00:00 UTC,140000
Morgan Lloyd,44,Female,1-337-312-5014,morganlloyd@icloud.org,Nexium,270000,2022-01-09 23:37:00 UTC,2022-01-10 02:00:00 UTC,94500
Ayanna Houston,44,Female,(415) 535-2208,ayannahouston6272@hotmail.org,Metoprolol Tartrate,175000,2021-04-10 19:45:00 UTC,2021-04-10 22:09:00 UTC,140000
